DateTime;Sensor 1 - NO₂ (ppm);DateTime;Sensor 2 - NO₂ (ppm);DateTime;Sensor 1 - CO (ppm);DateTime;Sensor 2 - CO (ppm);DateTime;Sensor 1 - Temperature (°C);DateTime;Sensor 2 - Temperature (°C);DateTime;Sensor 1 - Humidity (%);DateTime;Sensor 2 - Humidity (%);DateTime;Sensor 1 - Battery (%);DateTime;Sensor 2 - Battery (%)
2015-07-03 02:00:00;0.019285714285714288;2015-07-03 02:00:00;0.022857142857142854;2015-07-17 09:00:00;2.31;2015-07-17 09:00:00;1.18;2015-07-03 02:00:00;95.96285714285715;2015-07-03 02:00:00;16.470714285714287;2015-07-03 02:00:00;-25.800000000000004;2015-07-03 02:00:00;72.35071428571429;2015-07-03 02:00:00;96.5;2015-07-03 02:00:00;84.28571428571429
2015-07-03 03:00:00;0.020714285714285713;2015-07-03 03:00:00;0.04428571428571428;2015-07-17 17:00:00;2.2;2015-07-17 17:00:00;1.02;2015-07-03 03:00:00;86.44714285714285;2015-07-03 03:00:00;17.967857142857145;2015-07-03 03:00:00;-25.713571428571434;2015-07-03 03:00:00;75.26142857142857;2015-07-03 03:00:00;96.35714285714286;2015-07-03 03:00:00;83.64285714285714
2015-07-03 04:00:00;0.016153846153846154;2015-07-03 04:00:00;0.05384615384615384;2015-07-18 01:00:00;2.32;2015-07-18 01:00:00;0.92;2015-07-03 04:00:00;95.00692307692309;2015-07-03 04:00:00;15.94846153846154;2015-07-03 04:00:00;-25.800000000000004;2015-07-03 04:00:00;78.09923076923077;2015-07-03 04:00:00;94.6923076923077;2015-07-03 04:00:00;83
2015-07-03 05:00:00;0.022857142857142854;2015-07-03 05:00:00;0.07071428571428573;2015-07-18 09:00:00;2.28;2015-07-18 09:00:00;1.35;2015-07-03 05:00:00;107.85142857142857;2015-07-03 05:00:00;15.800714285714287;2015-07-03 05:00:00;-25.800000000000004;2015-07-03 05:00:00;76.37642857142858;2015-07-03 05:00:00;95.78571428571429;2015-07-03 05:00:00;82.07142857142857
2015-07-03 06:00:00;0.019285714285714288;2015-07-03 06:00:00;0.05928571428571429;2015-07-18 17:00:00;2.25;2015-07-18 17:00:00;0.95;2015-07-03 06:00:00;99.23357142857142;2015-07-03 06:00:00;18.244285714285713;2015-07-03 06:00:00;-25.800000000000004;2015-07-03 06:00:00;70.34357142857144;2015-07-03 06:00:00;96.35714285714286;2015-07-03 06:00:00;81.14285714285714
2015-07-03 07:00:00;0.018571428571428572;2015-07-03 07:00:00;0.03857142857142857;2015-07-19 01:00:00;2.31;2015-07-19 01:00:00;0.72;2015-07-03 07:00:00;98.01357142857144;2015-07-03 07:00:00;20.20285714285714;2015-07-03 07:00:00;-25.8;2015-07-03 07:00:00;64.80714285714285;2015-07-03 07:00:00;97;2015-07-03 07:00:00;80.85714285714286
2015-07-03 08:00:00;0.02;2015-07-03 08:00:00;0.019230769230769232;2015-07-19 09:00:00;2.27;2015-07-19 09:00:00;0.95;2015-07-03 08:00:00;112.66785714285713;2015-07-03 08:00:00;21.063076923076924;2015-07-03 08:00:00;-25.800000000000004;2015-07-03 08:00:00;62.103846153846156;2015-07-03 08:00:00;96.71428571428571;2015-07-03 08:00:00;79.53846153846153
2015-07-03 09:00:00;0.019230769230769232;2015-07-03 09:00:00;0.010714285714285716;2015-07-19 17:00:00;2.19;2015-07-19 17:00:00;0.85;2015-07-03 09:00:00;107.76230769230769;2015-07-03 09:00:00;21.67642857142857;2015-07-03 09:00:00;-25.800000000000004;2015-07-03 09:00:00;61.52428571428572;2015-07-03 09:00:00;96;2015-07-03 09:00:00;79.64285714285714
2015-07-03 10:00:00;0.019285714285714285;2015-07-03 10:00:00;0.0064285714285714285;2015-07-20 01:00:00;2.2;2015-07-20 01:00:00;0.77;2015-07-03 10:00:00;107.16142857142857;2015-07-03 10:00:00;22.414285714285715;2015-07-03 10:00:00;-25.800000000000008;2015-07-03 10:00:00;60.69214285714286;2015-07-03 10:00:00;95.78571428571429;2015-07-03 10:00:00;78.28571428571429
2015-07-03 11:00:00;0.025;2015-07-03 11:00:00;0.015714285714285715;2015-07-20 09:00:00;2.3;2015-07-20 09:00:00;1.1;2015-07-03 11:00:00;116.49071428571428;2015-07-03 11:00:00;25.225714285714282;2015-07-03 11:00:00;-25.800000000000004;2015-07-03 11:00:00;56.03571428571429;2015-07-03 11:00:00;97.07142857142857;2015-07-03 11:00:00;77.42857142857143
